Film_id,Title,Premiere,Runtime,Genres,Language,Type,Description,Age_certification,IMDB_id,IMDB_score,IMDB_votes,TMDB_score,TMDB_votes
tm474618,A Tale of Two Kitchens,"May 22, 2019",30,Documentary,English/Spanish,MOVIE,"Two countries, two restaurants, one vision. At Gabriela Cámara's acclaimed Contramar in Mexico City, the welcoming, uniformed waiters are as beloved by diners as the menu featuring fresh, local seafood caught within 24 hours. The entire staff sees themselves as part of an extended family. Meanwhile at Cala in San Francisco, Cámara hires staff from different backgrounds and cultures, including ex-felons and ex-addicts, who view the work as an important opportunity to grow as individuals. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",UNKNOWN,tt10243660,6.3,145.0,6.6,2.511
tm409618,Alex Strangelove,"June 8, 2018",99,"Comedy, Drama",English,MOVIE,"Alex Truelove is on a quest to lose his virginity, an event eagerly awaited by his patient girlfriend and cheered on with welcome advice by his rowdy friends. But Alex, a super gregarious dude, is oddly unmotivated. A magical house party throws Alex into the presence of Elliot, a hunky college guy, who pegs Alex as gay and flirts hard. Alex is taken aback but after a series of setbacks on the girlfriend front he takes the plunge and learns some interesting new facts about himself.",r,tt5688996,6.3,17746.0,6.6,16.093
tm271951,Apostle,"October 12, 2018",129,"Horror, Mystery, Thriller, Drama",English,MOVIE,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",r,tt6217306,6.3,51890.0,6.1,14.414
tm365122,Benji,"March 16, 2018",87,"Crime, Drama, Family",English,MOVIE,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",pg,tt1799516,6.3,4774.0,7.0,17.811
tm244307,Bright,"December 22, 2017",117,"Fantasy, Action, Thriller",English,MOVIE,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",r,tt5519340,6.3,185996.0,6.2,36.593
tm307283,Cargo,"May 18, 2018",104,"Drama, Thriller, Horror",English,MOVIE,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",UNKNOWN,tt3860916,6.3,43232.0,6.4,18.142
tm912190,Cargo,"May 18, 2018",104,"Drama, Thriller, Horror",English,MOVIE,"Prahastha, a lonely astronaut, works in a spaceship. Every morning, his spaceship comes close to Earth and Cargos are delivered at the arrival bay. These Cargos are people who have just died on Earth and we learn that Prahastha works for Post Death Transition Services — a large, pioneering, bureaucratic company that stores, transitions, and recycles dead people for rebirth. Today, after many years, a young, popular astronaut — Yuvishka, trained in cutting edge technology, will join the spaceship as his assistant.",pg-13,tt8992946,6.3,2929.0,5.6,3.503
tm918734,Concrete Cowboy,"April 2, 2021",111,"Drama, Western",English,MOVIE,"Sent to live with his estranged father for the summer, a rebellious teen finds kinship in a tight-knit Philadelphia community of Black cowboys.",r,tt8846176,6.3,8660.0,6.2,8.139
tm894619,Feel the Beat,"June 19, 2020",107,"Comedy, Music, Drama",English,MOVIE,"After failing to make it on Broadway, April returns to her hometown and reluctantly begins training a misfit group of young dancers for a competition.",g,tt10714856,6.3,10967.0,7.7,18.004
tm1003376,Get the Goat,"March 18, 2021",97,"Action, Comedy, Crime",Portuguese,MOVIE,"Bruceuilis, a policeman from the countryside, is assigned to rescue Celestina, a goat considered heritage of his small city, and travels to São Paulo. There, he meets police clerk Trindade, who decides to venture out into the field, even though it is not his specialty.",UNKNOWN,tt14111726,6.3,1784.0,6.9,16.027
tm407714,I Am Not an Easy Man,"April 13, 2018",98,"Comedy, Fantasy",French,MOVIE,"The chauvinist Damien wakes up in a world where women and men have their roles reversed in society, and everything is dominated by women.",UNKNOWN,tt6857988,6.3,14432.0,6.3,12.706
tm988801,June & Kopi,"January 28, 2021",90,"Comedy, Drama, Family",Indonesian,MOVIE,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as he adjusts to his new, loving home.",UNKNOWN,tt13728764,6.3,554.0,7.0,2.766
tm469399,Music Teacher,"April 19, 2019",101,"Drama, Music, Romance",Hindi,MOVIE,"Despite his ambitions to make it big, Beni is still stuck in the hills, bitter and hurt, struggling to make ends meet by teaching music and singing in clubs. Jyotsna, his estranged student and now a Bollywood singer, left the hills 8 years ago. The town is abuzz with the news of Jyotsna's return to perform at a music concert. Beni has to come to terms with the pains of the past and the delusions of the present to deal with both, Jyotsna's presence in the hills and in his life.",UNKNOWN,tt3257794,6.3,693.0,6.0,1.149
tm1039422,Nail Bomber: Manhunt,"May 26, 2021",72,"Crime, Documentary, History",English,MOVIE,"This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator. He terrorized a city, seeking to ignite a race war but justice was served by those who wouldn't let his hate win.",UNKNOWN,tt12939812,6.3,2142.0,6.6,9.516
tm949267,Notes for My Son,"November 24, 2020",83,Drama,Spanish,MOVIE,"Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.",UNKNOWN,tt13353486,6.3,928.0,7.6,5.006
tm449105,Polar,"January 25, 2019",118,"Action, Adventure, Thriller",English,MOVIE,"When a retiring assassin realizes that he is the target of a hit, he winds up back in the game going head to head with a gang of younger, ruthless killers.",r,tt4139588,6.3,88281.0,6.3,30.208
tm245176,Sand Castle,"April 21, 2017",113,"War, Action, Drama",English,MOVIE,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",UNKNOWN,tt2582576,6.3,23158.0,6.5,27.077
tm322243,Shimmer Lake,"June 9, 2017",86,"Thriller, Crime, Drama, Mystery",English,MOVIE,Shot in reverse day-by-day through a week—a local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,UNKNOWN,tt1386691,6.3,14098.0,5.9,20.508
tm204035,Spectral,"December 9, 2016",108,"Science Fiction, Thriller, Action",English,MOVIE,A special-ops team is dispatched to fight supernatural beings that have taken over a European city.,pg-13,tt2106651,6.3,59040.0,6.43,30.663
tm280828,The Babysitter,"October 13, 2017",85,"Comedy, Horror",English,MOVIE,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",r,tt4225622,6.3,86953.0,6.102,52.287
tm233362,The Discovery,"March 31, 2017",102,"Drama, Romance, Science Fiction, Thriller, Mystery",English,MOVIE,"In the near future, due to a breakthrough scientific discovery by Dr. Thomas Harbor, there is now definitive proof of an afterlife. While countless people have chosen suicide to reset their existence, others try to decide what it all means. Among them is Dr. Harbor's son Will, who has arrived at his father's isolated compound with a mysterious young woman named Isla. There, they discover the strange acolytes who help Dr. Harbor with his experiments.",UNKNOWN,tt5155780,6.3,34092.0,6.3,11.237
tm833638,The Forest of Love,"October 11, 2019",151,"Crime, Thriller",Japanese,MOVIE,A con man and a would-be filmmaking crew force themselves into the lives of two grief-scarred young women. But nothing is as it seems.,UNKNOWN,tt10589914,6.3,2522.0,6.5,13.715
tm428557,The Laundromat,"October 18, 2019",98,"Drama, Crime, Comedy",English,MOVIE,"When her idyllic vacation takes an unthinkable turn, Ellen Martin begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes.",r,tt5868244,6.3,49391.0,6.0,10.319
tm463806,The Legend of Cocaine Island,"March 29, 2019",87,Documentary,English,MOVIE,A family man with no drug running experience searches the Caribbean for a lost stash of cocaine said to be worth at least $2 million.,UNKNOWN,tt8106596,6.3,3323.0,6.5,11.611
tm139545,The Outsider,"March 9, 2018",120,"Crime, Drama, Mystery",English/Japanese,MOVIE,A former American G.I. joins a yakuza family after his release from prison in post-World War II Osaka.,r,tt6276110,6.3,25608.0,6.2,11.155
tm453850,Time to Hunt,"April 23, 2020",134,"Drama, Action, Thriller",Korean,MOVIE,"Four young men want to leave their dystopian world behind and go to a distant paradise to execute a money robbery, a daring act that will have unexpected consequences.",UNKNOWN,tt11777040,6.3,5621.0,7.2,14.681
tm860261,To All the Boys: Always and Forever,"February 12, 2021",109,"Romance, Comedy, Drama",English,MOVIE,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,pg-13,tt10676012,6.3,25191.0,7.7,53.199
tm827640,Travis Scott: Look Mom I Can Fly,"August 28, 2019",85,"Documentary, Music",English,MOVIE,"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.",UNKNOWN,tt10856726,6.3,4629.0,7.0,11.767
tm490222,Uncorked,"March 27, 2020",103,"Drama, Comedy",English,MOVIE,Elijah must balance his dream of becoming a master sommelier with his father's expectations that he carry on the family's Memphis BBQ joint.,UNKNOWN,tt9261218,6.3,5588.0,6.1,8.757
tm918894,Anelka: Misunderstood,"August 5, 2020",94,Documentary,French,MOVIE,Bad boy or football genius? Famed French footballer Nicolas Anelka's controversial legacy is examined in an unflinching documentary.,UNKNOWN,tt12724622,6.4,3174.0,6.5,7.071
tm244403,ARQ,"September 16, 2016",88,"Science Fiction, Thriller",English,MOVIE,Two old friends living in a dystopic future become trapped in a mysterious time loop — one that may have something to do with an ongoing battle between an omnipotent corporation and a ragtag band of rebels.,r,tt5640450,6.4,39108.0,6.1,20.157
tm372305,First Match,"March 30, 2018",102,Drama,English,MOVIE,"Hardened by years in foster care, a teenage girl from Brooklyn’s Brownsville neighborhood decides that wrestling boys is the only way back to her estranged father.",UNKNOWN,tt6061074,6.4,2272.0,6.6,11.39
tm447963,Fractured,"October 11, 2019",100,Thriller,English,MOVIE,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",r,tt4332232,6.4,72478.0,6.7,35.497
tm369179,Irreplaceable You,"February 16, 2018",96,"Comedy, Drama, Romance",English,MOVIE,A couple who have known each other since 8 are destined to be together until death do them apart.,UNKNOWN,tt6119856,6.4,9583.0,7.0,11.732
tm849407,Isi & Ossi,"February 14, 2020",113,"Romance, Comedy",German,MOVIE,"Isi and Ossi couldn't be any more different: She's a billionaire's daughter from Heidelberg, he's a struggling boxer from the nearby town of Mannheim. But when Isi meets Ossi, the two quickly realize that they can take advantage of one another: She dates the broke boxer to provoke her parents and get them to fund a long-desired chef training in New York. He tries to rip off the rich daughter to finance his first professional boxing match. Their plans soon develop into emotional chaos that challenges everything the two believe to know about money, career and love.",UNKNOWN,tt9806322,6.4,8309.0,6.9,11.061
tm846586,Layla Majnun,"February 11, 2021",119,"Drama, Romance",Indonesian,MOVIE,"While in Azerbaijan, Layla, an Indonesian scholar, falls for Samir, an admirer of her work — but her arranged marriage stands in the way.",UNKNOWN,tt11313944,6.4,277.0,7.5,2.727
tm202914,My Own Man,"December 13, 2014",81,"Comedy, Documentary, Drama",English,MOVIE,"Rattled by the prospect of becoming a dad, a 40-year-old filmmaker begins to consider what ""manhood"" really means for him, prompting him to pursue an array of interests and reexamine his views -- which were shaped by his father.",UNKNOWN,tt3356434,6.4,447.0,6.8,1.895
tm429382,Nappily Ever After,"September 21, 2018",98,"Comedy, Romance",English,MOVIE,"After an accident at the hair salon, Violet realizes she's not living life to the fullest. A soulful barber helps her put the pieces back together.",nc-17,tt0365545,6.4,9224.0,7.2,11.48
tm824477,Over the Moon,"October 23, 2020",95,"Animation, Adventure, Family, Fantasy",English,MOVIE,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.",pg,tt7488208,6.4,22034.0,7.3,75.251
tm820116,Street Flow,"October 12, 2019",96,"Drama, Crime",French,MOVIE,"Noumouké, from the suburb of Paris, is about to decide which brother's foot steps to follow - the lawyer student Soulaymaan or the gangster Demba.",UNKNOWN,tt10958282,6.4,1527.0,7.1,13.211
tm307612,Strong Island,September 15. 2017,107,Documentary,English,MOVIE,"Examining the violent death of the filmmaker’s brother and the judicial system that allowed his killer to go free, this documentary interrogates murderous fear and racialized perception, and re-imagines the wreckage in catastrophe’s wake, challenging us to change.",UNKNOWN,tt5873150,6.4,3892.0,6.3,4.287
tm374216,Take Your Pills,"March 16, 2018",87,Documentary,English,MOVIE,"In a hypercompetitive world, drugs like Adderall offer students, athletes, coders and others a way to do more -- faster and better. But at what cost?",UNKNOWN,tt7983844,6.4,5151.0,6.6,11.496
tm878575,The Heartbreak Club,"January 14, 2021",101,"Comedy, Drama, Romance",Indonesian,MOVIE,"Coping with heartbreak, the shy owner of floundering cafe find solace in the Javanese love songs of Didi Kempot.",UNKNOWN,tt11841144,6.4,196.0,8.0,1.401
tm320785,The Mars Generation,"May 5, 2017",97,Documentary,English,MOVIE,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,UNKNOWN,tt6333096,6.4,999.0,6.6,3.6
tm857430,The Occupant,"March 25, 2020",103,"Horror, Thriller",Spanish,MOVIE,"An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys, he becomes obsessed with the family that now lives there and decides to recover the life he has lost, at any price.",r,tt9345754,6.4,17289.0,6.3,8.774
tm849005,The Willoughbys,"April 22, 2020",90,"Animation, Comedy, Family",English,MOVIE,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.",pg,tt5206260,6.4,18662.0,7.1,22.543
tm244207,Triple Frontier,"March 13, 2019",125,"Action, Thriller, Crime, Adventure",English,MOVIE,"Struggling to make ends meet, former special ops soldiers reunite for a high-stakes heist: stealing $75 million from a South American drug lord.",r,tt1488606,6.4,125883.0,6.3,28.54
tm434179,Two Catalonias,"September 28, 2018",116,Documentary,Spanish/Catalan,MOVIE,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,UNKNOWN,tt8893608,6.4,677.0,6.6,5.288
tm458326,Walk. Ride. Rodeo.,"March 8, 2019",99,Drama,English,MOVIE,"Tells the incredible true story of Amberley Snyder, a nationally ranked rodeo barrel racer who defies the odds after barely surviving a car accident that leaves her paralyzed from the waist down.",UNKNOWN,tt5848416,6.4,2407.0,7.071,14.069
tm346467,Wheelman,"October 20, 2017",82,"Action, Crime, Thriller",English,MOVIE,A getaway driver for a bank robbery realizes he has been double crossed and races to find out who betrayed him.,r,tt5723286,6.4,20351.0,6.1,15.282
tm366567,When We First Met,"February 9, 2018",97,"Comedy, Romance, Fantasy",English,MOVIE,"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",pg-13,tt5783956,6.4,48885.0,6.6,15.879
tm443179,All the Bright Places,"February 28, 2020",108,"Romance, Drama",English,MOVIE,Two teens facing personal struggles form a powerful bond as they embark on a cathartic journey chronicling the wonders of Indiana.,UNKNOWN,tt3907584,6.5,28355.0,7.7,81.765
tm918853,All Together Now,"August 28, 2020",93,Drama,English,MOVIE,"An optimistic, talented teen clings to a huge secret: she's homeless and living on a school bus. When tragedy strikes, can she learn to accept a helping hand?",pg,tt3155342,6.5,4388.0,6.8,7.402
tm850723,Altered Carbon: Resleeved,"March 19, 2020",74,"Animation, Science Fiction",Japanese,MOVIE,"On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC.",UNKNOWN,tt9310328,6.5,6127.0,6.5,81.179
tm464212,Antoine Griezmann: The Making of a Legend,"March 21, 2019",60,Documentary,French,MOVIE,"With heart and determination, Antoine Griezmann overcame his small stature to become one of the world's top soccer players and a World Cup champion.",UNKNOWN,tt9817308,6.5,1157.0,7.1,5.362
tm473813,Chopsticks,"May 31, 2019",100,"Comedy, Drama, Romance",Hindi,MOVIE,A gifted but insecure woman is in for a transformative experience when she enlists the help of an enigmatic con artist to recover her stolen car,UNKNOWN,tt10243678,6.5,4729.0,5.9,4.727
tm843444,Da 5 Bloods,"June 12, 2020",155,"War, Drama",English,MOVIE,Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,r,tt9777644,6.5,50520.0,6.6,16.232
tm1029279,Dolly Parton: A MusiCares Tribute,"April 7, 2021",55,"Documentary, Music",English,MOVIE,"In a star-studded evening of music and memories, a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.",UNKNOWN,tt14299926,6.5,234.0,7.0,5.064
tm849004,Eurovision Song Contest: The Story of Fire Saga,"June 26, 2020",123,"Comedy, Music",English,MOVIE,"Two small-town aspiring musicians chase their pop star dreams at a global music competition, where high stakes, scheming rivals and onstage mishaps test their bond.",pg-13,tt8580274,6.5,92086.0,6.4,10.817
tm266666,Gerald's Game,"September 29, 2017",103,"Horror, Thriller",English,MOVIE,"When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice.",UNKNOWN,tt3748172,6.5,106451.0,6.4,21.014
tm845489,His House,"October 30, 2020",93,"Horror, Thriller",English,MOVIE,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.",UNKNOWN,tt8508734,6.5,39988.0,6.5,27.065
tm848995,Jingle Jangle: A Christmas Journey,"November 13, 2020",119,"Family, Fantasy, Music",English,MOVIE,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",pg,tt7736496,6.5,18374.0,6.65,28.329
tm467116,Life Overtakes Me,"June 14, 2019",40,Documentary,English/Swedish,MOVIE,"Hundreds of refugee children in Sweden, who have fled with their families from extreme trauma, have become afflicted with 'uppgivenhetssyndrom,' or Resignation Syndrome. Facing deportation, they withdraw from the world into a coma-like state, as if frozen, for months, or even years.",UNKNOWN,tt9204606,6.5,45.0,6.4,8.087
tm419496,Lust Stories,"June 15, 2018",120,"Drama, Romance",Hindi,MOVIE,An anthology of four stories that sheds light on modern relationships from the viewpoint of the Indian woman.,r,tt8439854,6.5,10830.0,6.2,6.98
tm136308,Monster,"May 7, 2021",98,"Crime, Drama",English,MOVIE,"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes the United States' first female serial killer.",r,tt0340855,6.5,150339.0,7.2,16.309
tm362072,Monster,"May 7, 2021",98,"Crime, Drama",English,MOVIE,"The story of Steve Harmon, a 17-year-old honor student whose world comes crashing down around him when he is charged with felony murder.",r,tt2850272,6.5,5770.0,6.5,14.441
tm244148,Mowgli: Legend of the Jungle,"December 7, 2018",104,"Adventure, Drama",English,MOVIE,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",pg-13,tt2388771,6.5,61622.0,6.5,24.646
tm889018,Nobody Knows I'm Here,"June 24, 2020",91,Drama,Spanish,MOVIE,"Memo lives on a remote Chilean sheep farm, hiding a beautiful singing voice from the outside world. A recluse with a glittery flair, he can't stop dwelling on the past, but what will happen once someone finally listens?",UNKNOWN,tt10728764,6.5,4148.0,6.9,12.69
tm314295,Nobody Speak: Trials of the Free Press,"June 23, 2017",95,Documentary,English,MOVIE,The courtroom and publicity battles between the superstar wrestler and the notorious website explode in a sensational trial all about the limits of the First Amendment and the new no holds barred nature of celebrity life in an internet dominated society.,UNKNOWN,tt6333064,6.5,4133.0,6.1,5.286
tm347095,Oxygen,"May 12, 2021",101,"Crime, Drama, Mystery, Thriller",French,MOVIE,"A woman wakes in a cryogenic chamber with no recollection of how she got there, and must find a way out before running out of air.",UNKNOWN,tt6341832,6.5,37871.0,6.635,44.5
tm412550,Set It Up,"June 15, 2018",105,"Romance, Comedy",English,MOVIE,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,r,tt5304992,6.5,51861.0,6.9,18.364
tm298846,The Incredible Jessica James,"July 28, 2017",83,"Romance, Comedy",English,MOVIE,"Burned by a bad breakup, a struggling New York City playwright makes an unlikely connection with a divorced app designer she meets on a blind date.",UNKNOWN,tt5990342,6.5,7667.0,6.2,9.638
tm848996,Tigertail,"April 10, 2020",91,Drama,English/Taiwanese/Mandarin,MOVIE,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,pg,tt8902948,6.5,3589.0,6.9,6.618
tm244134,Tramps,"April 21, 2017",83,"Comedy, Romance",English,MOVIE,A young man and woman find love in an unlikely place while carrying out a shady deal.,UNKNOWN,tt4991512,6.5,5605.0,6.1,8.491
tm456436,Bad Trip,"March 26, 2021",86,Comedy,English,MOVIE,Two pals embark on a road trip full of funny pranks that pull real people into mayhem.,UNKNOWN,tt9684220,6.6,24537.0,6.1,73.507
tm374132,Bird Box,"December 21, 2018",124,"Thriller, Drama, Science Fiction",English,MOVIE,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",r,tt2737304,6.6,331070.0,6.9,47.18
tm898773,Bulbbul,"June 24, 2020",94,"Horror, Fantasy",Hindi,MOVIE,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",UNKNOWN,tt12393526,6.6,11844.0,6.7,23.407
tm985550,Crazy About Her,"February 26, 2021",102,"Comedy, Romance",Spanish,MOVIE,"After a magical night together, Adri voluntarily turns himself into the psychiatric institution where Carla lives.",UNKNOWN,tt11698630,6.6,5435.0,7.2,27.193
tm453903,Elisa & Marcela,"June 7, 2019",118,"Drama, Romance",Spanish,MOVIE,"In 1901, Marcela Gracia Ibeas took on the identity of Mario Sánchez to marry her lover of fifteen years, Elisa Sanchez Loriga.",UNKNOWN,tt6704898,6.6,4780.0,7.4,10.823
tm239769,I'll Sleep When I'm Dead,"August 19, 2016",79,"Drama, Action, Thriller, Crime",English,MOVIE,An energetic and fast-paced bio-doc that examines the story behind one of the most prolific and well-known DJs working today: Steve Aoki.,UNKNOWN,tt4679136,6.6,1364.0,6.5,3.096
tm369594,I'm Thinking of Ending Things,"September 4, 2020",134,"Drama, Fantasy, Mystery, Thriller",English,MOVIE,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.,r,tt7939766,6.6,83093.0,6.6,17.61
tm837843,It Takes a Lunatic,"October 25, 2019",126,Documentary,English,MOVIE,"The extraordinary life of beloved acting teacher and theatre producer Wynn Handman is recalled in this portrait of a provocative, innovative artist.",UNKNOWN,tt11052346,6.6,174.0,5.6,4.07
tm919920,Milestone,"May 7, 2021",98,"Documentary, Comedy, Family",Hindi,MOVIE,"As soon as veteran driver Ghalib’s truck touches the 500,000 kilometers mark - a record at his company - he is struck by a sudden pain in his back. As Ghalib struggles with this ache, an existential threat begins to overwhelm him when he is asked to train a young new driver.",UNKNOWN,tt12779208,6.6,634.0,6.1,1.579
tm413082,Recovery Boys,"June 29, 2018",89,Documentary,English,MOVIE,"In the heart of America's opioid epidemic, four men try to reinvent their lives and mend their broken relationships after years of drug abuse.",UNKNOWN,tt8167872,6.6,720.0,6.6,5.645
tm447328,ReMastered: Who Killed Jam Master Jay?,"December 7, 2018",58,"Documentary, Music",English,MOVIE,Run-D.M.C. DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,UNKNOWN,tt9046560,6.6,786.0,6.5,1.705
tm944331,Shawn Mendes: In Wonder,"November 23, 2020",83,"Music, Documentary",English,MOVIE,"A portrait of singer-songwriter Shawn Mendes' life, chronicling the past few years of his rise and journey.",UNKNOWN,tt13276386,6.6,2049.0,8.2,10.122
tm458292,Space Sweepers,"February 5, 2021",136,"Drama, Fantasy, Science Fiction",Korean,MOVIE,"When the crew of a space junk collector ship called The Victory discovers a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal which puts their lives at stake.",r,tt12838766,6.6,25178.0,7.147,65.593
tm411358,The American Meme,"December 7, 2018",98,Documentary,English,MOVIE,"Paris Hilton, the Fat Jew, and Brittany Furlan have all used social media to achieve massive internet fame. But, American Meme explores, is it worth it?",UNKNOWN,tt8106160,6.6,16650.0,5.9,4.687
tm344886,The Angel,"September 14, 2018",114,"Action, Drama, History, Thriller, War",English,MOVIE,"True story of Ashraf Marwan, who was President Nasser's son-in-law and special adviser and confidant to his successor Anwar Sadat - while simultaneously Israeli Intelligence's most precious asset of the 20th century. Based on NYT bestselling book 'The Angel: The Egyptian Spy Who Saved Israel' by Uri Bar-Joseph.",UNKNOWN,tt5968274,6.6,14115.0,6.7,9.032
tm831873,The Crimes That Bind,"August 20, 2020",99,"Thriller, Crime, Drama",Spanish,MOVIE,"Desperate and confused, Alicia will do the impossible to keep her son from prison after he's convicted of trying to murder his ex-wife.",UNKNOWN,tt10915060,6.6,3973.0,6.4,10.408
tm414341,The Red Sea Diving Resort,"July 31, 2019",130,"Drama, Thriller, History",English,MOVIE,"Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.",r,tt4995776,6.6,28051.0,6.9,14.205
tm852097,A Whisker Away,"June 18, 2020",104,"Animation, Drama, Romance, Fantasy",Japanese,MOVIE,"Miyo ""Muge"" Sasaki is a peculiar second-year junior high student who has fallen in love with her classmate Kento Hinode. Muge resolutely pursues Kento every day, but he takes no notice of her. Nevertheless, while carrying a secret she can tell no one, Muge continues to pursue Kento. Muge discovers a magic mask that allows her to transform into a cat named Tarō. The magic lets Muge get close to Kento, but eventually it may also make her unable to transform back to a human.",UNKNOWN,tt11958344,6.7,9818.0,8.0,64.583
tm1025318,Ajeeb Daastaans,"April 16, 2021",142,"Drama, Romance",Hindi,MOVIE,Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,UNKNOWN,tt14091818,6.7,5743.0,6.8,5.751
tm1006127,Arlo the Alligator Boy,"April 16, 2021",92,"Animation, Comedy, Family",English,MOVIE,"A young humanoid alligator travels to the big city in hopes of reuniting with his estranged father, meeting a colorful cast of characters along the way.",UNKNOWN,tt13454122,6.7,1105.0,6.9,17.89
tm824559,"Bikram: Yogi, Guru, Predator","November 20, 2019",86,"Documentary, Crime",English,MOVIE,The spectacular rise and scandalous fall of hot-yoga evangelist Bikram Choudhury is chronicled through archival footage and extensive insider interviews.,UNKNOWN,tt10883004,6.7,7525.0,6.4,8.238
tm241990,Blame!,"May 20, 2017",106,"Action, Drama, Science Fiction, Animation",Japanese,MOVIE,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",pg-13,tt6574146,6.7,8044.0,6.4,31.452
tm1045741,Blue Miracle,"May 27, 2021",95,"Adventure, Drama, Family",English,MOVIE,"To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",UNKNOWN,tt7084386,6.7,6778.0,7.6,17.953
tm983466,"Crack: Cocaine, Corruption & Conspiracy","January 11, 2021",89,Documentary,English,MOVIE,"A cheap, powerful drug emerges during a recession, igniting a moral panic fueled by racism.  Explore the complex history of crack in the 1980s.",UNKNOWN,tt13649700,6.7,3324.0,6.6,13.076
